CODIGO5;DESCRICAO5;UN5;CODNCM5
'0003234;'SEM. MILHO SHS 7990 PRO3 C1 60S;SC;'10051000
'0003235;DISCO DE APOIO DA MEMBRANA GRANDE DO PULSADOR;UN;'84349000
'0003236;'PALHETA BOMBA 600 WESTFALIA;UN;'90178010
'0003237;RACAO ITAMBE BEZERRO CRESCIMENTO;SC;'23099090
'0003238;'SEM. MILHO HIBRIDO K7510VIP3;SC;'10051000
'0003239;'SEME.SORGO ASTRAL BEN + CRU 10 KG LOT:BC2SS12C7552;SC;'10051000
'0003240;'CORDOALHO 7 FIOS 250 MTS NELORE;RL;'73130000
'0003241;'DEXTAR 2 MG 10 ML;FR;'30043290
'0003242;CABO VASSOUR√O RODOFORT;UN;'96039000
'0003243;'CARRINHO CARGA 200 KG;UN;'87168000
'0003244;'FOSFOSAL 100 ML;FR;'30049029
'0003245;'PERITO 970 SG ACEFHATE PCT 10 KG;UN;'38089119
'0003246;'VITAGOLD POTENCIADO 250 ML;FR;'30045090
'0003247;'CORDA 16 MM;MT;'56074900
'0003248;'MANTA  ASFALTICA  0 10X10 M;MT;'68071000
'0003249;'MANTA  ASFALTICA  0 20 X10 M;MT;'68071000
'0003250;'MANTA   ASFALTICA  0 30X10 M;MT;'68071000
'0003251;'CORRENTE CAO ZIN 1 52 M 4 4 MM;MT;'73158900
'0003252;'DDMAX 1000 CE- 24X100 ML;UN;'38089196
'0003253;'SEMENTE MILHO AG 1051 5 KG;SC;'10051000
'0003254;'TICK GARD POUR ON 1L;UN;'38089199
'0003255;'CHEMITRIL ORAL 10 ML;FR;'30049067
'0003256;'DORACIDE 500 ML;VDR;'30049059
'0003257;'ADESIVO AQUATHERM 175 G;UN;'35061090
'0003258;'PASTA LUBRIFICANTE BISNAGA  1000 G;UN;'84248221
'0003259;'BOMBA  ANAUGER ECO-125V;UN;'84138100
'0003260;'COLAR ELIZABETANO N∞07;UN;'42010090
'0003261;'COLAR ELIZABETANO N∞08;UN;'42010090
'0003262;'FOCIINHEIRA DE METAL N∞06;UN;'42010010
'0003263;'EQUI UP M.O 80 G;SC;'23099090
'0003264;'DESCONTRAX 100 ML;FR;'30049079
'0003265;'VACINA BOTULISMO 10 DOSE;AM;'30024290
'0003266;'VACINA INFORCE3  50 DOSE;AM;'30024290
'0003267;TEATSEAL SELANTE;FR;'30042019
'0003268;ANEL DE VEDACAO DO COLETOR EUROLATTE;UN;'84349000
'0003269;'DOMINUM XT-S 1 LT;SC;'38089311
'0003270;COADOR PULVERICADOR JACATA;UN;'84249090
'0003271;CINTA COMPLETA JACTO;UN;'84249090
'0003272;MANGUEIRA FLEX JACTO;UN;'39173900
'0003273;REGISTRO COMPLETO JACTO;UN;'84818099
'0003274;LANCA PULVERIZADOR JACTO;UN;'84249090
'0003275;'SEM. ABOBORA MENINA BRASILEIRA 50G;ENV;'12099100
'0003276;'SEM. MORANGA  EXPOSICAO 50G;ENV;'12099100
'0003277;'SEM.ABOBORA TETSUKABUTO 50G;ENV;'12099100
'0003278;SEM. ABOBORA ITAPUA;ENV;'12099100
'0003279;'RACAO BOMGUY CHANIN PEIXE  1KG;SC;'23091000
'0003280;'BOMBA  AL 2275 V TRIFASICA;UN;'84137090
'0003281;'CHAVE COMBINADA 12 MM;UN;'82041100
'0003282;'SEGADEIRA DE DISCO SDN 170;UN;'84332090
'0003283;'RACAO MAGNUS 20 KG;SC;'23099010
'0003284;'VOLCANE 5 LITROS;UN;'38089329
'0003285;'STOPPER 20 L;UN;'90178010
'0003286;'CITRONELA GARDEN 500 ML;FR;'33012911
'0003287;'DIPFERTIL FLORADA 1 LT;FR;'31059090
'0003288;ALICATE MARCADOR DE ORELHA;UN;'82032090
'0003289;'DISPARO ULTRA-S 1 LITRO;FR;'38089322
'0003290;'LAMINA 40 CONJ.PENTE/CORTE;UN;'85109090
'0003291;'ORDENHADEIRA  2 CONJ. BALDE AO PE;UN;'84349000
'0003292;'JARRA   DOSADORA  1 LITRO;UN;'39241000
'0003293;'LUVA ROSCAVEL  1.1/2;UN;'84248221
'0003294;'RESFUR 100 ML;FR;'30042059
'0003295;PETMAX PROBIOTICO PASTA;FR;'23099090
'0003296;'BOMBA DE VACUO 750 L;UN;'84141000
'0003297;'CADEADO 30MM HASTE LONGA;UN;'83011000
'0003298;'CADEADO 35 MM HASTE LONGA;UN;'83011000
'0003299;'CADEADO 45 MM HASTE LONGA;UN;'83011000
'0003300;'MARRETA C/CABO 1KG;UN;'82052000
'0003301;'BICO TORNEIRA METAL 3/4X1/2 GARDEN;UN;'79070090
'0003302;'DECTOMAX 250 ML;UN;'30049059
'0003303;'TRIBRISSEN 50 ML;FR;'30042099
'0003304;'CHEMITRIL  10% INJ.50 ML;FR;'30049067
'0003305;'KIT FURADOR ALLFLEX 6 MM;UN;'82032010
'0003306;'EIXO EXTERNO 30 ML;UN;'90330000
'0003307;'EIXO INTERNO 30 ML;UN;'90330000
'0003308;'VIDRO P/ SERINGA 30 ML;UN;'70179000
'0003309;'SONDA MAMADEIRA P/ INGESTAO 4 L;UN;'39269090
'0003310;KIT PARA RAIO COMPLETO;UN;'85354010
'0003311;'RACAO BOMGUY CHANIN MIX  10 KG;SC;'23099010
'0003312;'ULTIMATO SC 5 LITROS;SC;'38089323
'0003313;'SEM.  MILHO HIBRIO K7510 VIP 3 SC TRAT.: INITIO INSECT ULTRA;SC;'10051000
'0003314;DORAMEC INJ.FA;VDR;'30049059
'0003315;'KETALEX 50ML;FR;'30049043
'0003316;'COMBATT3 POUR ON 1L;VDR;'30049059
'0003317;ISOLADOR CASTANHA  REFORCADO;UN;'85469000
'0003318;'LATA DE LEITE 20 LITROS;UN;'39239090
'0003319;'PROBIOTICO PROLIFEBOVIS 35 G;FR;'23099090
'0003320;'U 46 BR 2 4 D 1 LT;UN;'38089322
'0003321;PARAFUSADEIRA;UN;'84672992
'0003322;'SUPER BONDER 5G;UN;'35061010
'0003323;PULVERIZADOR P/ GARRAFA;UN;'84248910
'0003324;TRINCO;UN;'83014000
'0003325;'METIE 200G - KG;UN;'38229000
'0003326;'CURVA BORRACHA 38X38 MM;UN;'84349000
'0003327;'PALHETA BOMBA 600/700/800;UN;'84349000
'0003328;'DISPARO ULTRA-S 20 LTS;UN;'90178010
'0003329;'TOSSICANIS 90 ML;FR;'30044990
'0003330;'CHAVE DE FENDA 3/16X4;UN;'82054000
'0003331;'PORCA 3/16  3/8;UN;'73181600
'0003332;BOTA DE SEGURANCA S/ BICO;UN;'64034000
'0003333;'CADEADO PAPAIZ 70 MM;UN;'83011000
'0003334;'BAYGON 360 ML;UN;'38089119
'0003335;'ZUPREVO 100 ML;VDR;'30049059
'0003336;'ZUPREVO 50ML;VDR;'30042029
'0003337;'LONA 14 M FLEX SILON CAIXA NORTENE;UN;'90178010
'0003338;'PODEROSO 25 CE 300 ML;VDR;'38089199
'0003339;'MATSUDA PEIXE 32%  6MM 25 KG;SC;'23099090
'0003340;'OTOVET 20 ML;FR;'30049043
'0003341;JIMO CUPIM AEROSOL;UN;'38089192
'0003342;'ADAP 75X3";UN;'84248221
'0003343;'RACAO ITAMBE LEITE 24% AP;SC;'23099090
'0003344;'BAINHA  DE LONA P/ FACAO 12";UN;'82019000
'0003345;'BAINHA DE LONA P/ FACAO 14";UN;'82019000
'0003346;'CHAVE COMBINADA 10MM;UN;'82041100
'0003347;'REPARADOR P/ MANGUEIRA PVC 1/2;UN;'39174090
'0003348;VACINA LEXINGTON GOLD;AM;'30024290
'0003349;COLAR ELIZABETANO P/ GATO;UN;'90178010
'0003350;'TRONADOR ULTRA-S 1 LT;SC;'38089322
'0003351;TERMO-HIGROMETRO DIG.TEMP.EXT E INTER;UN;'90178010
'0003352;'ALBENDA THOR INJETAVEL 500 ML;VDR;'30049063
'0003353;'ALBERNDA THOR 10 1 L;VDR;'30049063
'0003354;'NIPLE DUPLO GALVANIZADO 1.1/2;UN;'39174090
'0003355;'ADUBO 20-00-20 50KG;SC;'31059090
'0003356;'ADUBO SULFATO AMONIA 50 KG  21 00 00;SC;'31022100
'0003357;'DISCO DESBAST 7X1/4X7/8 A 8 RB;UN;'68042211
'0003358;'FORMAO 1 1/4 CHANFRADO PREMIUM THO;UN;'82053000
'0003359;'DUPLATAK 1L;VDR;'38089993
'0003360;'TAMPA DE ACRI LICO DO COLETOR 450 ML GMZ;UN;'84349000
'0003361;'DORAEQUI PLUS 7 G;VDR;'30049063
'0003362;'TESOURA CIRURGICA  CURVA ROMBA FINA 17 CM;UN;'90189099
'0003363;'GALAO VIRGEM 10 L;UN;'39233090
'0003364;'POQUER 5 LITROS;SC;'38089329
'0003365;'NEXXOR 250 ML;FR;'38085910
'0003366;'DIPFERTIL FLORADA 100 ML;SC;'31059090
'0003367;'DUPLATAK 5L;UN;'38089993
'0003368;'ADUBO 08-28-16+ZN;SC;'31052000
'0003369;'SARNIRAN 100 ML;VDR;'38089993
'0003370;'HIDRAFARM PET 10 G;FR;'23099090
'0003371;'ACIENDEL PLUS POUR-ON 1 L;UN;'38089192
'0003372;'GARFO ESTREITO L.D PZ -106;UN;'84339090
'0003373;'GARFO LARGO L.D PZ -111;UN;'84339090
'0003374;'GARFO ESTREITO L.E PZ -107;UN;'84339090
'0003375;'GARFO LARGO L.E  PZ-110;UN;'84339090
'0003376;PLACA;UN;'84361000
'0003377;'CORREIA 1/B 93;UN;'40103100
'0003378;'ESPATULA 8 CM ACO CB MADEIRA;UN;'82055900
'0003379;'VACINA SCOUR GUARD 4KC 20 ML 10 DOSES;AM;'30024290
'0003380;'POLIA 172 3 B;UN;'84835010
'0003381;'DESEMPENADEIRA PLAS.FRIS 15X26;UN;'39269090
'0003382;'BOMBA ME- AL 23100 - MONOFASICA;UN;'84137090
'0003383;'PADOCK PLUS 6 GRS;VDR;'30049059
'0003384;PRATIK INSECT GEL M.BARATA;UN;'30049071
'0003385;PRATIK INSECT GEL M.FORM;UN;'30049071
'0003386;MATA ESCORPIAO PRATIK;UN;'30049071
'0003387;'BOMBA ME 2275V MONOFASICA;UN;'84138100
'0003388;'RODIZIO GIRA.PLAC 75 MM  310 ROD CAR;UN;'87169090
'0003389;'RODIZIO GIE.125 MM CARRINHO SM COLS;UN;'87169090
'0003390;GUIA RECOLHER DA ENFARDADEIRA;UN;'84339090
'0003391;KIT DA MOLA DO RECOLHEDOR DA ENFARDADEIRA;UN;'84339090
'0003392;'FOCINHEIRA DE METAL N∞4;UN;'42010010
'0003393;'CORRENTE P/ CAO 3;UN;'73158900
'0003394;'FOCINHEIRA N∞4;UN;'39269090
'0003395;'FOCINHEIRA N∞3;UN;'39269090
'0003396;'FOCINHEIRA N∞5;UN;'42010090
'0003397;'VIT ADE 200 ML;FR;'30045040
'0003398;'PLATINUM 500 ML;VDR;'30049059
'0003399;'VIRBAMAX LA  1000 ML;VDR;'30049059
'0003400;IVERMECTINA GEL MATSUDA;FR;'30039069
'0003401;'ENDOMEC 1000 ML MATSUDA;VDR;'30039069
'0003402;'DECATHRINE SC 30 ML;UN;'38089199
'0003403;'DORAX 1% INJETAVEL 1 L;VDR;'30049059
'0003404;DORAX PLUS PASTA;VDR;'30049059
'0003405;'FENZOL PASTA 20 G;VDR;'30049062
'0003406;'MECTIMAX 3 15% GOLD INJX 500ML;VDR;'30049059
'0003407;RATOEIRA GRAN METAL DAVI;UN;'73262000
'0003408;'ROBOFORTE INJ 500 ML;SC;'30045090
'0003409;'VACINA ELEVENCELL V11;AM;'30024290
'0003410;'SERINGA AUTOMATICA PROXI 5 ML;UN;'90183190
'0003411;'CILINDROCOM VALVULA SERINGA PROXI 5 ML;UN;'90183190
'0003412;'VALVULA E MOLAS SERINGA PROXI 5 ML;UN;'90183190
'0003413;'PORTA FRASCO SERINGA PROXI 5 ML;UN;'90178010
'0003414;PEITORAL NYLON C/GUIA;UN;'42010090
'0003415;'COLEIRA CAO COURO FOR.2;UN;'41152000
'0003416;'COLEIRA NYLON 4;UN;'42010090
'0003417;'MASTBLOCK 4 GR;FR;'30049099
'0003418;'TUBO EDUTOR 32;MT;'84248221
'0003419;'KELLUS COPPER 3 KG;UN;'31031900
'0003420;LEVERAGE HULK LT;UN;'31059090
'0003421;'RODILON SOFT BAIT 200 GR;UN;'38089996
'0003422;'SERINGA PREMIUM 6 ML;UN;'90183119
'0003423;'SERINGA ACCURUS 12 ML;UN;'90183119
'0003424;'RACAO MAGNUS SUPREM10 KG;SC;'23091000
'0003425;'PARAFUSO FRANCES C/PORCA 3/8X7;UN;'73181500
'0003426;'PARAFUSO FRANCES C/PORCA 3/8X8.1/2;UN;'73181500
'0003427;'FERTOX FOSFETO DE ALUMINIO 90 GR 30 COMP.;UN;'38089195
'0003428;'GALAO PLASTICO 5 L MAT.VIRGEM;UN;'39233090
'0003429;EXTENSOR ELASTICO MOTO;UN;'56041000
'0003430;'PARAFUSO FRANCES C/PORCA PL 3/8X8.1/2;UN;'73181500
'0003431;'PARAFUSO FRANCES C/PORCA SEXT 3/8X9.1/2;UN;'73181500
'0003432;'NEENMAX 250 ML;UN;'38089119
'0003433;'CRUZETA IRRIG PVC SOL 50 X 50;MT;'84248221
'0003434;'CIPIOTEC INJ.60ML;FR;'30043290
'0003435;'CHULA BILABIAL DE13 MM;UN;'84248229
'0003436;'MICROASP.BAIL.SD 50LTS ROSCA1/2;UN;'84248221
'0003437;'ALCAPLUS 6 KG;UN;'38249941
'0003438;'ALCAPLUS 24 KG;UN;'38249941
'0003439;'ALCAPLUS 60 KG;UN;'38249941
'0003440;'ACIDPLUS 5 5 KG;UN;'38249941
'0003441;'ACIDPLUS 20 L;UN;'38249941
'0003442;'ACIDPLUS 55 KG;UN;'38249941
'0003443;'CLEANPLUS 5 L;UN;'34025000
'0003444;'CLEANPLUS 20 L;UN;'39173290
'0003445;'CLEANPLUS 50 L;UN;'34025000
'0003446;'MAXI  CONTACT PRE ESPUMA 20 L;UN;'38085929
'0003447;'MAXI CONTACT PRE ESPUMA 50 KG;UN;'38085929
'0003448;'LACTO GOLD GREEN POS 20 KG;UN;'38085929
'0003449;'LACTO GOLD GREEN POS 50 KG;UN;'38085929
'0003450;'HYPRACID BR 24 KG;UN;'34025000
'0003451;'HYPROCLOR BR 24 KG;UN;'38089429
'0003452;'DAIRY NET 13 KG;UN;'34029039
'0003453;'PREFOAM 20 KG;UN;'38089429
'0003454;'HM VIR FILM 20 KG;UN;'38089429
'0003455;'HYDRAFEED 100 GR;FR;'30041019
'0003456;'INOCULANTE SILABIAS PLUS ADITIVO 100 G;SC;'30029000
'0003457;'LONA CARRET 5X5;UN;'39269090
'0003458;'LUVA RED 100X75 AZUL;UN;'84248221
'0003459;'TEE IRRIGA 100 AZUL;UN;'84248221
'0003460;'LUVA IRRIGACAO AZUL 125 MM;UN;'84248221
'0003461;'REGISTRO GAVETA BRUTO 1.1/4;UN;'84818093
'0003462;'SORO FISIOLOGICO 0 9% 1 L;FR;'30049099
'0003463;'OVALYSE 100 ML;FR;'30043921
'0003464;MANTA ACRILICA / FELTRO;UN;'42010090
'0003465;'PA QUADRADA C/ CABO 120 CM;UN;'82011000
'0003466;'PA DE BICO METALICO C/ CABO 120 CM;UN;'82011000
'0003467;'UNIAO ENGATE RAPIDO P/ MANGUEIRA 1/2;UN;'39174090
'0003468;'ENGATE RAPIDO C/ AQUASTOP P/MANGUEIRA 1/2;UN;'39174090
'0003469;CACAMBA METALICA ESTRAFORTEP / CARRINHO;UN;'87169090
'0003470;BOTA  SEGURANCA BICO DE ACO;UN;'64034000
'0003471;'MACHADOR ELETRICO 2 ERAS PB 220 V;UN;'84195090
'0003472;'VACINA BOVI - SHIELD GOS 50 DS 100 ML;AM;'30024290
'0003473;'TE COM ROSCA INT. 1 1/2 ";UN;'84248229
'0003474;'TE COM ROSCA INT. 2 ";UN;'84248229
'0003475;'UNIAO DE 2 ";UN;'84248229
'0003476;'MATSUDA NUCLEO PROTEICO 25KG;SC;'23099090
'0003477;EXTENSOR EM SILICONE P/ VACINADOR;UN;'90178010
'0003478;VACINADOR COM PORTAFRASCO;UN;'90178010
'0003479;'CORTISOL 10 CPR;FR;'30049099
'0003480;'FARMACOX BEZERROS 1 L;FR;'30049069
'0003481;'IVER-VET 3.5 INJETAVEL 50 ML;VDR;'30049059
'0003482;'RODO PLASTICO 60 CM C/CABO;UN;'96039000
'0003483;'COLA  ALMASUPER 20G;UN;'35061010
'0003484;'RODO PLASTICO 40 CM SANTA MARIA CABO AZUL;UN;'90178010
'0003485;'CHAVE MANDRIL S3;UN;'82013000
'0003486;'RODO PLASTICO 40 CM C/CABO;UN;'90178010
'0003487;'CHAVE MANDRIL S2 13MM;UN;'82013000
'0003488;'CHAVE L 19MM;UN;'82013000
'0003489;'CHAVE L 13 MM;UN;'82041100
'0003490;'CHAVE L 15 MM;UN;'82013000
'0003491;'CHAVE L 17MM;UN;'82013000
'0003492;FERRADURA ALUMINIO;UN;'76169900
'0003493;'GROSA RED TANG 14;UN;'82031010
'0003494;'RACAO UNIAO 22 % FARELADA UNILEITE 40KG;SC;'23099010
'0003495;PEITORAL E GUIA GRANDE PORTE G;UN;'90178010
'0003496;PEITORAL E GUIA GRANDE PORTE M;UN;'90178010
'0003497;PEITORAL E GUIA GRANDE PORTE P;UN;'90178010
'0003498;'DERMOTAN 100 ML;FR;'30041019
'0003499;'PANZINOL 100ML;FR;'30049099
'0003500;'AMINOMIX FORTE 20 KG;FR;'23099090
'0003501;'CORDA SISAL 18MM;UN;'56072900
'0003502;'CAVADEIRA ART.REFORC 1 20MT;UN;'82019000
'0003503;'CABO CAVADEIRA 1 20MT;UN;'44170090
'0003504;'LAMPADA SECAGEM INFRA VERM 250WX127;UN;'85394900
'0003505;'PANGRAM 10% 100ML;FR;'30042061
'0003506;'BOMBA CENTRIFUGA BC9251C 1 5CV;UN;'84137080
'0003507;RACAO ZUPPY FILHOTE PEQ PORTE;SC;'23091000
'0003508;BICO ALIMENTADOR BASPAN;UN;'39233090
'0003509;'SIFAO AJUST MULTIUSO 73CM;UN;'39174090
'0003510;'CONCENTRADO SUINO CRESC UNIAO 20KG;SC;'23099010
'0003511;'PARAFUSO FRANCES C/PORCA PL 5/16X3.1/2;UN;'73181500
'0003512;'PARAFUSO FRANCES POLIDO C/PORCA SEXT 5/16X4.1/2;UN;'73181500
'0003513;'PARAFUSO FRANCES POLIDO C/PORCA SEXT 5/16X5;UN;'73181500
'0003514;'MANGUEIRA JARDIM 3/4;UN;'39173900
'0003515;'PARAF. ROSCA SOBERBA 1/4;UN;'73181500
'0003516;'PARAF. ROSCA SOBERBA 3/8;UN;'73181500
'0003517;'PARAF. ROSCA SOBERBA 5/16;UN;'73181500
'0003518;'QUEBRA DEDO 1/4;UN;'84329000
'0003519;'SEM MATSUDA MYAGUI INCRUSTADA 10KG;SC;'12092900
'0003520;'SEM MATSUDA MARANDU INCRUSTADA 10KG;SC;'12092900
'0003521;'SEM MATSUDA MASSAI INCRUSTADA 10KG;SC;'12092900
'0003522;'SEM MATSUDA MG12 PAREDAO INCRUSTADA 10KG;SC;'12092900
'0003523;SEM MATSUDA ANDROPOGON;SC;'10051000
'0003524;'ARAME RECUZIDO 14 1KG;UN;'72172090
'0003525;'SILAGESEAL 8X50 M;UN;'90178010
'0003526;'MANTA  ASFALTICA  0 45 X 10 M;UN;'68071000
'0003527;'BOMBA ANAUGER ECCO FIT 127 V;UN;'84138100
'0003528;'BOMBA ANAUGER ECCO FIT 220 V;UN;'84138100
'0003529;'ALBENDATHOR 10 5LT;VDR;'30049059
'0003530;'COLA MADEIRA 250 G;UN;'90178010
'0003531;'BOLFO 1 KG;UN;'38086290
'0003532;'ATTAMIX 400 P 1KG;UN;'30049071
'0003533;'LUVA DE CORRER 50 MM;UN;'39174090
'0003534;'CONCENTRADO ITAMBE GRAO INTEIRO 40KG;SC;'23099090
'0003535;LUVA LATEX MISTA;UN;'40151900
'0003536;LUVA MUCAMBO;UN;'40151900
'0003537;'EVIDENCE 700WG 630GR;UN;'38089199
'0003538;KIT ELEMENTO FILTRANTE;UN;'90178010
'0003539;'TE MISTO 32 MM X 1/2;UN;'39172100
'0003540;SEMEADEIRA SHOW JUNIOR;UN;'84361000
'0003541;'VALVULA RETENCAO ALUMINIO 1.1/2;UN;'39172100
'0003542;LUVA  LR IRRIGACAO SOLD/ROSCA;UN;'84138100
'0003543;'CURVA COMPOS RED FERRO 2X1;UN;'39172100
'0003544;'VALVULA SUCCAO ALUMINIO 1.1/2;UN;'39172100
'0003545;'ADAP P/MANGOTE ALUMINIO 1.1/2;UN;'39172100
'0003546;'EXZOLT 5% POUR ON 1 L;VDR;'30049079
'0003547;'GEOMEMBRANA 0 80 MM 25X25 M;UN;'39251000
'0003548;'MATA CUPIM PRATIK 400 ML;UN;'38089119
'0003549;'LUVA SOLD CORRER 20MM;UN;'39174090
'0003550;'LUVA SOLD CORRER 25 MM;UN;'39174090
'0003551;'LUVA SOLD CORRER 32 MM;UN;'39172100
'0003552;RATOEIRA GALV.MEDIA METALDAVI;UN;'73262000
'0003553;'EZATECT INJ 1 L;FR;'30049059
'0003554;'EZATECT INJ.500 ML;FR;'30049059
'0003555;'ORGANEW 20 KG;SC;'23099090
'0003556;'ALANTOL BISNAGA 250 G;FR;'30049099
'0003557;'MELOXINEW 3%INJ.50 ML;FR;'30049079
'0003558;RATICIDA BLOCO;UN;'38089919
'0003559;ESQUICHO RETO ALUMINIO AJAX;MT;'76090000
'0003560;'ESQUICHO RETO PASTICO 1/2;UN;'84248229
'0003561;'LANTERNA 11 LED FOX;UN;'85131010
'0003562;'BAINHA FACAO REFORCADA 16;UN;'42029100
'0003563;'RACAO BOMGUY RACA PEQUENA 2 KG;SC;'23099010
'0003564;'SYNULOX LC 200 MG;FR;'30041012
'0003565;'CONJUNTO IRRIGA«√O C/03 PE«AS;UN;'84248229
'0003566;RODA CARRINHO COM ARO PLASTICO E PNEUS MACICO DE BORRACHA;UN;'87169090
'0003567;'RACAO UNIAO AVES CRESCIMENTO 5KG;SC;'23099010
'0003568;'RACAO UNIAO AVES INICIAL 5KG;SC;'23099010
'0003569;PARAFUSO P/ PULSADOR;UN;'73181500
'0003570;'BOMBA ME-AL 23100 MONOF;UN;'84137080
'0003571;'VACINA BOVILIS POLISTAR 20 D 100ML;AM;'30024290
'0003572;'ELETROLITICO BOOSTER JCR 50 GR;SC;'23099090
'0003573;'MATSUDA LAC RUMEN NA 30KG;SC;'23099010
'0003574;'GUIA DE CORDA 16 MM 1 MT MOSQUETAO;UN;'42010090
'0003575;'GUIA  DE CORDA 8 MM X 1 MT;UN;'90178010
'0003576;'GUIA ROLICA CORDA LONGA 100 CM;UN;'55014000
'0003577;'FOCINHEIRA  N 2;UN;'39269090
'0003578;'TAMPA CARCACA SCJ.DPM-4;UN;'84369900
'0003584;'ADUBO 04-14-08 50KG;SC;'31052000
'0003585;'LACTO GOLD GREEN POS DIPPING 5 KG;UN;'38085929
'0003586;'MAXI CONTACT PRE DIPPING ESPUMA 5 KG;UN;'39173290
'0003587;'HM VIR FILM 60 KG;UN;'39173290
'0003588;'SANITPLUS 5L;UN;'39173290
'0003589;'SANIPLUS 20L;UN;'39173290
'0003590;COADOR LEITE S/TELA;UN;'39269090
'0003591;'HYPRACID BR 12KG;UN;'39173290
'0003592;'PODOCUR SV 24KG;UN;'38089429
'0003593;'PREFOAM 60 KG;UN;'39173290
'0003594;'COMEDOURO AVES CALHA 0 50;UN;'39269090
'0003595;'COMEDOURO AVES CALHA 0 30;UN;'39269090
'0003596;'INSETICIDA BUZZOFF 400ML;UN;'30049071
'0003597;CAPA CHUVA REFOR;UN;'61013000
'0003598;'ADUBO 6-30-15+MICROS;SC;'31052000
'0003599;COPO APLICADOR-PREFOAM-AGRIPLAS;UN;'39173290
'0003600;COPO APLICADOR POS-DIP;UN;'84349000
'0003601;BOMBA DOSADORA HYORED;UN;'84132000
'0003602;'MEGLUDYNE 100ML;FR;'30049099
'0003603;'RACAO UNIAO AVES POSTURA  5KG;SC;'23099010
'0003604;'NUCLEO SUINO UNIAO 30KG;SC;'23099090
'0003605;'FORTBIOTICO PLUS SUP 15 ML;FR;'30041019
'0003606;'NEXXOR 1 L;UN;'38085910
'0003607;'TERMIDIL 200 SC 250 ML;UN;'38085910
'0003608;'SPOT PLUS 9 ML;VDR;'38089192
'0003609;'CITRONELA SPRAY SANOL 500 ML;UN;'33012911
'0003610;'MATSUDA FOS VERAO BOI AGUAS 30 KG;SC;'23099090
'0003611;'VACINA RAIVA RESGAURD 10DS LT:005/24;AM;'30024210
'0003612;'ELO-XICAM 2 0 MGCOMPRIMIDOS;FR;'30049099
'0003613;'TELA GALINHEIRO 150X50MT FIO 18;UN;'73144100
'0003614;'STOPPER 1 L;UN;'38089329
'0003615;'FASTAC 100 1 L;UN;'38086210
'0003616;'TABLET SAMS.GLX T220/32G- AM;UN;'84713012
'0003617;'ACEPRAN GOTAS 10 ML - UN;FR;'30049079
'0003618;'FIROCOXIB VETNIL GEL 35 G - UN;FR;'30049059
'0003619;'DM GEL BISNAGA 50 GR;FR;'30049099
'0003620;BAINHA P/ IA VACA GENESIS;UN;'90183929
'0003621;BAINHA P/ IA NOVILHA GENESIS;UN;'90183929
'0003622;'SIFAO SANF.UNIV.BCO 1 1 MT ASTRA C10;UN;'39174090
'0003623;'NIVEL ALUMINIO 14 35 CM FAMASTIL;UN;'90318099
'0003624;TORNEIRA ESFERA TANQ/MAQ.LA..THOMPS;UN;'84818099
'0003625;'ESGUICHO 6JATOS JETSUPER TRAPP;UN;'39174090
'0003626;TAMPA VALV.TANQUE;UN;'39229000
'0003627;TAMPA VALV.PIA/LAV;UN;'39229000
'0003628;'FIBRA BETANIN 102X260 MM GERAL-VERDE 10X1;UN;'68053090
'0003629;'RACAO UNIAO AVES CODORNA 5KG;SC;'23099010
'0003630;'ELETRIFICADOR MONITOR FK28;UN;'85437092
'0003631;'LONA CARRET 6 X 6;UN;'39263000
'0003632;'KAPINA 250 ML;SC;'38089311
'0003633;'CONDROTON PLUS 500 G;FR;'30049099
'0003634;'TRUPER 5 L;UN;'38089329
'0003635;'TRUPER 1 L;UN;'38089329
'0003636;'PRONTOSTREP 100 ML;FR;'30041020
'0003637;SEM MATSUDA MIX CERRADAO;SC;'12092900
'0003638;ARREIO CABECA COMPLETA;UN;'42010010
'0003639;'ASSINALADOR TAM 8;UN;'82032090
'0003640;BOLSA COLETA E TRANSFUSAO;UN;'39269090
'0003641;'EXTENSAO 10 M 3 V;UN;'85444200
'0003642;'EXTENSAO 5 M 3 V;UN;'85444200
'0003643;'BALDE CONCR.ACO 10 L MOMFORT;UN;'73239300
'0003644;CHAVETA INOX DO PULSADOR;UN;'84349000
'0003645;'BIMECTIN PLUS PASTA 10 GR;VDR;'30049059
'0003646;'ARAME FARP.NELORE 100 MTS;UN;'73130000
'0003647;'EXZOLT 5% POUR ON 5L;VDR;'30049079
'0003648;'PARAFUSO FRANCES 3/8 X 9;UN;'73181500
'0003649;'CABO P/ FOICE 110 CM;UN;'44170090
'0003650;FACA LOOP JK;UN;'82149090
'0003651;'BIO-HOOF 1 LT;SC;'23099090
'0003652;TRINCO P/ BAIA PRT;UN;'83024100
'0003653;'FIO 6MM;UN;'85444900
'0003654;'BICO TORN . MET 1/2 X1/2;UN;'79070090
'0003655;'COLA DUREPOXI 50 G;UN;'35061090
'0003656;'SEMPRA 200 GR;SC;'38089329
'0003657;'ACLAMADO 5 L;SC;'38089323
'0003658;'RACAO UNIAO 22% PELETIZADA UNILEITE 40KG;SC;'23099010
'0003659;'FITA ISOLANTE 10 M;UN;'39191020
'0003660;CAMISA SANITARIA;UN;'39269040
'0003661;CANIVETE LAMINA ESTREITA CORNETA;UN;'82119320
