CODIGO5;DESCRICAO5;UN5;CODNCM5
'0001134;'SEM CENOURA FERRACINI LATA 281GR;UN;'12099100
'0001135;'SEM ALFACE ELISA PELETIZADA LATA 303GR;UN;'12099100
'0001136;'SEM ALFACE LATA 263GR;UN;'12099100
'0001137;'SEM ALFACE THAIS LATA 260GR;UN;'12099100
'0001138;'SEM ALFACE VERA LATA 307GR;UN;'12099100
'0001139;'SEM SALSADA CHACARA LATA 500GR;UN;'12099100
'0001140;'SEM COENTRO VERDAO PCT500GR;UN;'12099100
'0001142;'FARELO DE MILHO GROSSO 40KG;UN;'23021000
'0001144;'TANIDIL 2KG;UN;'38086290
'0001146;'VIVAZENE 100ML;UN;'30049099
'0001149;'PREGO 13X15;PCT;'73170090
'0001150;'PREGO 24X60;UN;'73170090
'0001151;'PREGO 22X42;PCT;'73170090
'0001152;'GARRAFA P/AGUA TERM. 5L;UN;'39233090
'0001153;'ACEPRAN 20ML;UN;'30039019
'0001155;'ANTITOXICO ORAL 20ML;UN;'30039019
'0001156;BOTAO DO EMPURRADOR;UN;'90330000
'0001157;CORPO DE SERINGA;UN;'90330000
'0001158;'EIXO EXTERNO 50ML;UN;'90330000
'0001159;'EIXO INTERNO 50ML;UN;'90330000
'0001160;'IVOMEC INJETAVEL 50ML;UN;'30049059
'0001161;'REPARO SERINGA TRIANGULO 50ML;UN;'90330000
'0001162;'SERINGA AUTOMATICA 50ML COMPLETA;UN;'90183119
'0001163;'VELACTIS 5ML;UN;'30049099
'0001165;'DESMAMIN 500ML;UN;'30049059
'0001167;'BAYMEC 1000ML;UN;'30049059
'0001168;'CALFON 200ML INJETAVEL;UN;'30049029
'0001169;'CALFON ORAL 350ML;UN;'23099090
'0001170;'NEGUVON 500GM;UN;'30049099
'0001171;'NEGUVON+ASUNTOL 100GM;UN;'30049099
'0001173;'SUPRONAL L 8G;UN;'30049061
'0001174;'CYPERMIL POUR ON 1L;UN;'38089192
'0001175;'VACINA EXCELL100 ML;UN;'30024290
'0001176;'VACINA EXCELL 50DS 250ML;UN;'30024290
'0001178;'VACINA BOVIGEN REPRO 20DS 100ML;UN;'30024290
'0001180;'IVER VET ADE 1L;UN;'30039079
'0001181;'RACAO ANIDOG ADULTO 25 KG;UN;'23099010
'0001183;'ACATAK POUR ON 1L;UN;'38089993
'0001184;'MUB 10 VEGETAL MV;UN;'23099010
'0001185;'LONGAMECTINA PREM. 3 5% 1L;UN;'30049059
'0001186;'IVERMECTINA 1% J.A 1L;UN;'30049059
'0001187;'FRIGOBOI PRODU«AO 500ML;UN;'30049059
'0001189;'VACINA CLOSTRISAN 50DS 250ML;FR;'30024290
'0001190;GELADEIRA;UN;'84185090
'0001191;'VACINA TOPVAC 10ML;UN;'30024290
'0001192;'VACINA AFTOSA 100ML (50 DOSES);DS;'30024260
'0001193;'RIPERCOL-L 150-F 250ML INJ;UN;'30049071
'0001195;'RACAO CAPU. PRODUC. FAR 24% 40 KG;UN;'23099010
'0001198;'BALDE PLAST 12L;UN;'39249000
'0001199;'BEBEDOURO P/ FRANGO 2 LITROS;UN;'39269090
'0001200;'PULVERIZADOR COSTAL 16LT;UN;'84249010
'0001201;MOCHADOR RETO CONCAVO C/FURO CACULA;UN;'84198999
'0001202;'ROLDANA P/POCO N 08 AJC;UN;'73261900
'0001203;CEPRAVIN VACA SECA;UN;'30042059
'0001208;BALANCINHO DISTANC.P/CERCA;UN;'73130000
'0001210;'ATADURA CREPON CREMER 12 X 1 80;UN;'30059090
'0001211;'MASTICAL 10ML;UN;'30049072
'0001213;'PLACENCAL 100ML INJ.;UN;'30043922
'0001215;'PROLIFE EQUI 34G PROBI”TICO;UN;'23099090
'0001216;'SHAMPOO CITRONELA EQUINOS 5L;UN;'30049099
'0001217;'VACINADOR 20ML SMART COR VERDE;UN;'90183190
'0001219;JUNTA DA TAMPA DO TRANSFERIDOR SULINOX;UN;'84349000
'0001220;PVT - CLASSIC;UN;'28289011
'0001227;PURGANTE SALINO;UN;'30049099
'0001228;'RACAO CAPUL.PRODC.PEL 24% 40KG;UN;'23099010
'0001229;'BLOTROL ORAL 150ML;UN;'30049099
'0001230;'CREATINA LAVIZOO 500GR;UN;'23099090
'0001231;'CS EQUUS GEL 1L;UN;'23099090
'0001233;'ACES.TRATOR P/ DPM-4;UN;'84369900
'0001234;FENO TIFTON EXTRA A;UN;'12149000
'0001235;'LAMPADA  FLUR 4U 34W 220;UN;'02109919
'0001240;'CIPERTROIDE POUR ON 2L;UN;'38089192
'0001241;'PILOCARPINA 1% 10ML;UN;'30044920
'0001242;'ADAP. IRRIGACAO ROSCA EXT.1/2;UN;'84248229
'0001243;'ADAP REDUCAO 3/4 X 1/2;UN;'39174090
'0001244;'ADAP REDUCAO 1 X 3/4;UN;'39174090
'0001245;'BUCHA ROSC RED 3/4 X 1/2;UN;'39174090
'0001246;'BUCHA ROSC RED 1 X 3/4;UN;'39174090
'0001247;'REGISTRO ESFERA SOLD 32MM;UN;'84248221
'0001248;'ARCO SERRA 12;UN;'82021000
'0001249;'CAPA TETEIRA INOX 147 5 X 26 4;UN;'84349000
'0001252;'HIPOCLORITO SODIO 5L;UN;'28289011
'0001254;'LAT PAPILO 20L;UN;'38089419
'0001255;'IODO 2500 20L;UN;'28012090
'0001257;'SAL EMA 25KG;UN;'25010090
'0001262;MATERIAL CONSTRUCAO;UN;'28289011
'0001263;'FIPROLINE BV 5L;UN;'30049059
'0001268;PAO DE SAL;KG;'11081100
'0001269;'GELO FLEX BALDE 1 2 KG;UN;'30049099
'0001270;'AMINOSAL 25KG;BD;'23099090
'0001271;'CREATINA LAVIZOO 2KG;UN;'23099090
'0001272;'M BRAN HORSE 25KG;UN;'23099090
'0001273;'PALHETA TIPO USI 14997X3280X495;UN;'84349000
'0001274;ANEL DA TAMPA DO MEDIDOR MILK METER (B);UN;'40169300
'0001275;'CHEMITAL PUPPY ORAL 20ML;UN;'30049069
'0001276;STRONDAL PLUS;UN;'30049069
'0001277;MANGUEIRA SANTENO II;MT;'84248221
'0001278;'VASSOURA PLASTICA PRETA 18 DENTES C/CABO 120CM;UN;'96031000
'0001279;'VASSOURA PLASTICA LARANJA 18 DENTES C/CABO 120CM;UN;'96031000
'0001283;'VAGAO MISTURADOR 2 M3;UN;'84361000
'0001284;'SEM MORANGA EXPOSICAO 50G;UN;'12099100
'0001286;'CABO CHAPA DE ACO 1 20MT;UN;'76169900
'0001287;'SEM ALFACE REGINA 50G;UN;'12099100
'0001288;'SEM ALFACE SIMPSON 50G;UN;'12099100
'0001289;SUPORTE LT COM ROSCA (SEMCABO);UN;'96039000
'0001290;'SEM BETERRABA 50G;UN;'12099100
'0001291;'SEM CENOURA BRASILIA 50G;UN;'12099100
'0001292;'SEM MARACUJA 50G;UN;'12099100
'0001293;'UREIA 500G;UN;'31052000
'0001294;'ADUBO 04-14-08 500G;UN;'31052000
'0001295;COADOR LEITE C/ TELA;UN;'39269090
'0001296;'ABRACADEIRA 9MM 7/8X1.1/4;UN;'73269090
'0001297;'PULVERIZADOR SPRAY 1 LITRO;UN;'84248990
'0001298;'LUTALYSE 10 ML;UN;'30043911
'0001301;'RACAO 18 VMAX MO BYPRO;SC;'23099010
'0001302;BEBEDOURO SUINO;UN;'84368000
'0001303;TERMOMETRO AMB.MAXIMO E MINIMO;UN;'02109919
'0001304;LUVA DE TOQUE NECK;UN;'39262000
'0001305;BALANCA PORTATIL;UN;'84238200
'0001306;'LINHA URSO 183M;UN;'52042000
'0001308;'NPF 10000 20L;UN;'39173290
'0001309;'AGUA SANITARIA 1L;UN;'28289011
'0001310;'SABAO PO TUFF 5KG;UN;'28289011
'0001311;'JOELHO DUPLO 3/4;UN;'39174090
'0001312;'BUCHA SOLD 25X20MM;UN;'84248221
'0001313;'BUCHA SOLD 32X25MM;UN;'84248221
'0001314;'COLOSSO FC30 250ML;UN;'38089192
'0001315;'VACINA  J-VAC 10DS;FR;'30021400
'0001316;VASSOURAO RODO FORTE;UN;'96031000
'0001317;'RODO 2 EM1;UN;'96039000
'0001318;PRODUTOS PARA USO;KG;'48194000
'0001321;'SABAO PO TUFF 500G;UN;'28289011
'0001322;'EVOL 400ML;UN;'30049059
'0001323;'RIPERCOL SOLUCAO ORAL 1000ML;VDR;'30049071
'0001324;'TERGENVET 250 ML;FR;'30049029
'0001325;'SARTOP 100ML;UN;'30049059
'0001326;'OTODEX 30ML;FR;'30049067
'0001327;ENERGIA ELETRICA;UN;'27160000
'0001328;TELEFONIA;UN;'28289011
'0001329;'SEM REPOLHO CHATO 50G;KG;'12099100
'0001330;'SEM REPOLHO CORACAO BOI 50G;KG;'12099100
'0001331;'LANTERNA REC DP1935;UN;'85131010
'0001332;'LANTERNA REC DP1906;UN;'85131010
'0001333;'LANTERNA REC DP1907;UN;'85131010
'0001334;'LANTERNA REC DP1706;UN;'85131010
'0001335;'LANTERNA REC DP7005;UN;'85131010
'0001336;'MANG.JARD.LARANJA 200M;MT;'59090000
'0001337;TAMPAO PARA TETEIRA;UN;'84349000
'0001338;AVENTAL DE NAPA (BRANCO);PC;'84349000
'0001339;MOSQUETAO;UN;'73170090
'0001340;'MAST 100 20KG;SC;'30044990
'0001341;'PARASIT 100 20KG;SC;'30044990
'0001342;'MANGUEIRA SILICONE  1/2;UN;'39173900
'0001343;'CABO CAVADEIRA 1 8 CM;UN;'44170090
'0001344;LICENCA DE USO DE SOFTWARE;UN;'28289011
'0001345;ENXADAOTRAMONTINA LARGO C/CABO;UN;'82013000
'0001346;'PULVERIZADOR COSTAL TRAMONTINA 20L;UN;'84249010
'0001347;'CORTADOR GRAMA CC40 MOTOR 4 HP;UN;'84331100
'0001348;'ASPERSOR AGRICOLA 5MM;PC;'84248221
'0001349;'GOTEJADOR GA 2;UN;'84248229
'0001350;'TUBO GOTEJAMENTO 16MM;MT;'84248229
'0001351;MACHADO S/CABO TRAMONTINA;UN;'82014000
'0001352;'PENEIRA  AREIA 55;UN;'96040000
'0001353;VACINA TIFOPAUSTEURINA;FR;'30024290
'0001354;'TARRO 40 LITROS;UN;'84349000
'0001355;ESCOVA CILINDRICA COM CONEXAO;UN;'84349000
'0001356;'CABO DE NYLON 2MTS;UN;'84349000
'0001357;DISCO INJETOR DO PULSADOR WEST;UN;'84349000
'0001358;'ESCOVA 2 POL. CANALIZADA;UN;'84349000
'0001359;KIT CONSERTO PULSADOR WEST;KIT;'84349000
'0001360;ACOPLAMENTO PE DE GALINHA;UN;'84349000
'0001361;SPRAY DE LIMPEZA P/CANALIZADA;UN;'34039900
'0001362;'CABO DE NYLON 9MTS;UN;'84349000
'0001363;TORNEIRA  MAQ. LAVAR;UN;'84818099
'0001364;'SOROVITA COMPLEX 500ML;FR;'30049099
'0001365;'ARQUIVO CURTO AMAPA 4GAVETAS;UN;'28289011
'0001366;'ARAME OVALADO 500M;RL;'72172090
'0001367;'TELA MANGUEIRO 1 00X50MT FIO 16;MT;'73144100
'0001368;SACOLAS PLASTICAS  IMPRESSAS;UN;'38089419
'0001369;'DESINF. AZULIM 1L;UN;'34013000
'0001370;'SABONETE LIQUIDO 5L;UN;'34013000
'0001371;'SONDA MAMARIA DESCATAVEL POTE C/50;PT;'90183929
'0001372;'CIPROLAC VACA SECA 10G;UN;'30042099
'0001373;'ELETRODO 2 5 01 KG;UN;'83111000
'0001374;'REGISTRO UNIAO DENTADA 1/2;PC;'84248221
'0001375;'OLEO LUFRIFICANTE PARA SERINGAS 35ML;UN;'82059000
'0001376;'RACAO GRAO VIVO EQUINOS 12%;SC;'23099010
'0001377;'RACAO GRAO POTRO 17%;SC;'23099010
'0001378;'METRIFIM C/ 03 UN;UN;'30042099
'0001379;FLAP VALVULA SULINOX;UN;'84349000
'0001380;CONJ  BORRACHA MEDIDOR;KIT;'84349000
'0001381;CURVA  BORRACHA WEST;UN;'84349000
'0001382;SUPL. SUPRASAL EQUINO;SC;'23099010
'0001383;RACAO PROCAVALO MELACADA;SC;'23099010
'0001384;'RACAO PEIXE ENG 28% 9/11MM;SC;'23099010
'0001385;CANALETA ADESIVADA;UN;'39259090
'0001386;'CORDAO PARAL.2X1 50MM;UN;'85444900
'0001387;'FEMEA2P T 10A RETA PRETA;PC;'85366910
'0001388;'PLUGUE 2P T 10A RETO PRETO MACHO PO;PC;'85366910
'0001389;'MOLHA DEDO NEW MAGIC 12G;UN;'34011900
'0001390;'FICHARIO ACRILICO/ACO 6X9 914 ACRIMET;UN;'83040000
'0001391;'INDICE A-Z 6X9 DELUCAS;UN;'48209000
'0001392;'ALMOFADA CARIMBO N.2 VMP PRETA;UN;'96122000
'0001393;'ELASTICO DIN.0025G MERCUR;UN;'90178010
'0001394;EXTRATOR GRAMPO METALICO ACC;UN;'82141000
'0001395;'VACINA VAXILL 100 DS;UN;'96091000
'0001396;'QUADRO CGC PRETO ACP 306;UN;'42021210
'0001397;'PORTA LAPIS CLIPS ACRILICO 939 ACRIMET C;UN;'42029200
'0001398;'MOUSE PAD MULTILASER STANDARD PT AC0027;UN;'40161090
'0001399;'FORMA P/ QUEIJO 1KG;UN;'84342090
'0001400;'HERTAKA 20 ML;UN;'30045090
'0001401;'DISJUNTOR BIP20A;MT;'85362000
'0001402;'DISJUNTOR BIP 32A;MT;'85362000
'0001403;'DISJUNTOR 2P 40A;MT;'85362000
'0001404;'NATU VERM COMPRIMIDO C/4;UN;'30049063
'0001405;'CAMERA INFRA CFTV 1/3 SONY 18M 36MM DOM;UN;'85258929
'0001406;CAIXA DE PROTECAO FERRO P/CAMERA PT GRAN;UN;'72107010
'0001407;'FLAMBADOR 10 A 14 BOCAS;PC;'84198999
'0001408;CORREIA A DIVERSAS;PC;'40103900
'0001409;'CORREIA CONDOR A - 032;PC;'40103900
'0001410;TALHADEIRA;PC;'82055900
'0001411;'ADE CORTE E LEITE 200 ML INJETAVEL;UN;'30045040
'0001412;'DISCO LIXA DURITE CARB.SIL. 7" GR-36;UN;'90178010
'0001413;'SEM. CROTALARIA SECTEBILIS 25KG;SC;'12092900
'0001414;'LAVADORA/TANQUINHO SUPER START 127V;UN;'39251000
'0001415;'DEXFER 50ML*;UN;'30045090
'0001416;'XILAZIN 2% 10ML *;UN;'30049099
'0001417;'BRINCO MOSQUICIDA TOPTAG 180 *;PTE;'38089199
'0001418;'ESCOVA BOCAL 2" (CABO PLASTICO);UN;'84349000
'0001419;'PF.R.SOBERBA CAB.SEXT. ZB 3/8X75;UN;'73181500
'0001420;BRINCO LOGOMARCA MEDIO;CJ;'39269090
'0001421;'GROSA P/FERRADOR COM CABO 14";UN;'82031010
'0001422;TERMOMETRO INCOTERM CLINICO;UN;'90251990
'0001423;'RODO REFORCADO 40C;UN;'96039000
'0001424;'RODO REFORCADO 60CM;UN;'96039000
'0001425;'THUYA NATURRICH AVICOLA FCO 30ML;UN;'30042061
'0001426;'ENFRENT 50ML;UN;'30049049
'0001427;'SORO CLORETO DE SODIO 0 9% 1L;FR;'30049099
'0001428;EXPOSITOR DE MANGUEIRA;UN;'84798999
'0001429;'TANICID PO 200G;FR;'38089192
'0001430;'EPRINEX POUR ON 2 5 LT;UN;'30049059
'0001431;'TOPLINE POUR-ON 5 0 L;UN;'38089199
'0001432;ANEL ADAPTADOR;PC;'84349000
'0001433;'OLEO CANFORADO 20ML;FR;'30049099
'0001434;'SACO DE LIXO 100L;PT;'39232110
'0001435;'IODO 2500  5L;BD;'28012090
'0001436;CARRINHO FORMULA TRUCK AZULIM;UN;'95030098
'0001437;CAMISETAS PERSONALIZADAS  II TECNOVA;UN;'61091000
'0001438;'VASECLOX VS 10ML;FR;'30041019
'0001439;'MAST 100 600 GR;PCT;'30049059
'0001440;'PARASIT 100 600 G;PCT;'30049099
'0001441;CAMISAS PROFISSIONAIS;PC;'96050000
'0001442;'TICSON 3.50 1L;UN;'30049059
'0001443;'TICSON 3.50 500 ML;UN;'30049059
'0001444;CONJUNTO DE IRRIGA«√O POR MICROASPERS√O;CJ;'84248229
'0001445;'INSUFLADOR BOSIO ST- 12;PC;'40169990
'0001446;'TAMPA ACRILICA BOSIO HCC 150 COMPLETA;UN;'84349000
'0001447;'CORDA TRANC. PET 19MM;MT;'56075090
'0001448;EXPOSITOR BROCA IRWIN;UN;'39269090
'0001449;'BROCA DE 3 00MM A 6 5 00MM;UN;'82075011
'0001450;'BAYCOX 100ML;UN;'30049069
'0001451;'SEM. MILHO SHS 4070 LOTE 4231;SC;'10051000
'0001452;SEM. MOMBACA GERPLANT;SC;'12092900
'0001453;'SEM. BRIZ. MARANDU  10KG  GERPLANT;SC;'12092900
'0001454;'SEM. MASSAI INCRUSTADA SACO/ 15KG LOTE0010/2020;SC;'12092900
'0001455;'SEM. HUMIDICULA LANERO INCRUSTADA SC/10KG;SC;'12092900
'0001456;PLANTADEIRA;UN;'84361000
'0001457;'TELHA GALV.AGL TST40 980X043M;ML;'73089090
'0001458;'ALIV V 50ML;UN;'30049099
'0001459;'SEM. MILHO BG7640VYH CG-DERMACOR  LT03P3208496;SC;'10051000
'0001460;'SEM. MILHO B2688PWU LT05P3793291;SC;'10051000
'0001461;'VACINA LINOVAC BOTULISMO 20DS;FR;'30024290
'0001462;'UREIA AGRICOLA 40KG;SC;'31021010
'0001463;'SEM. MILHO BG7046VYH;SC;'10051000
'0001464;'SEM. MILHO BG7046VYH LT 03P2892402;SC;'10051000
'0001465;'SEM. MILHO B2688PWU LT05P3794191;SC;'10051000
'0001466;VI-LAMBINHO;SC;'23099010
'0001467;VI-LAMBE;SC;'23099010
'0001468;VI-LAMBAO;SC;'23099010
'0001469;'RACAO UNIAO POTRO 18% 40 KG;SC;'23099010
'0001470;'RACAO GRAO VIVO EQUINOS 12%;SC;'23099010
'0001471;'VIVO LEITE 10;SC;'23099010
'0001472;'VIVO LEITE 20;SC;'23099010
'0001473;'VIVO LEITE 15;SC;'23099010
'0001474;MATA FOME;SC;'23099010
'0001475;'ORGANNACT PRATA 500ML;FR;'38089196
'0001476;'SEM. MILHO SHS 4080 LOTE  2MS12C8406;SC;'10051000
'0001477;'SUPER SIMPLES 03.17.00;SC;'31052000
'0001478;'ADUBO MAP 11-52-00 50KG;SC;'31052000
'0001479;SELLAT;UN;'30049099
'0001480;'TELA MOSQ. 1.20 MT;UN;'54077200
'0001481;MUB REPRODUCAO + MONENSINA;BD;'23099010
'0001482;'VACINA RABMUNE25 DOSE PART: 010/23 VENC: 01/2025  FAB 07/23;FR;'30021400
'0001483;'FURANIL SOLUCAO 500ML;FR;'30041019
'0001484;'SEM MELANCIA CONGO 100G;LT;'12099100
'0001485;'SEM MELANCIA 50 G;LT;'12099100
'0001486;'SEM. QUIABO STA CRUZ 47;LT;'12099100
'0001487;'RACAO CAPULCORTE ENERGY 40KG;SC;'23099010
'0001488;'ANCINHO CURVO LEVE 14 D C/CABO150CM;UN;'82013000
'0001489;'FILTRO SOFT EVEREST 2 EM 1;UN;'84349000
'0001490;'DIAZITOP PO 25G;UN;'38089199
'0001491;'SOLDA BEST TB AZUL 25 GRAMAS;UN;'83119000
'0001492;'LAMPADA LED TUB 9W BIV T8 600MM LD ELEKT;UN;'85392190
'0001493;'REGISTRO ESFERA ROSC  1;SC;'84248221
'0001494;'TOP GARD PLUS 4COMP/600MG;UN;'30049063
'0001495;'TELHA OND.TRANSLUCIDA 183X110;UN;'39219019
'0001496;CONECTOR BNC MACHO DE BORNE S/SOLDA;UN;'39172100
'0001497;'CONECTOR P4 PLUG FEMEA (COM BORNE);UN;'85366990
'0001498;'CABO COAXIAL 4MM C/ ALIM. PARA CAMERA;MT;'55013000
'0001499;'FORMIDRIN 400P  01KG;CX;'30049071
'0001500;HERBICIDA LIQ. KARPIR;CX;'38089327
'0001501;'LACO GRILON 10 MTS;UN;'42010090
'0001502;'SEM. MILHO HIB. RB 9308 PRO LOTE 1170867;SC;'10051000
'0001503;RACAO GRAO VIVO AVE INICIAL;SC;'23099010
'0001504;RACAO GRAO VIVO  AVE POSTURA;SC;'23099010
'0001505;RACAO GRAO VIVO AVE TERMINACAO;SC;'23099010
'0001506;'RACAO UNIAO HORSE15% 40 KG;SC;'23099010
'0001507;'RACAO GRAO VIVO LEITE 22%;SC;'23099010
'0001508;RACAO GRAO VIVO  BEZERRO INICIAL;SC;'23099010
'0001509;'VACINA BRUCELOSE ABORVAC 15 DOSE;FR;'30024290
'0001510;'VACINA CARBUN-VET 30ML;FR;'30024290
'0001511;'ELETRIFICADOR MK23-C MONITOR;UN;'85437092
'0001512;'ELETRIFICADOR FK25-CF MONITOR;UN;'85437092
'0001513;'ELETRIFICADOR FK27-CF MONITOR;UN;'85437092
'0001514;VACINA RAIVACEL;UN;'30024210
'0001515;VACINA BOPRIVA;UN;'30024290
'0001516;'ISOCOX RUMINANTES 1000ML;UN;'30049079
'0001517;'FINADOR 50ML;UN;'30049069
'0001518;'VACINA BIOQUERATOGEN OLEO 120 ML;FR;'30024230
'0001519;VACINA TRI-EQUI;AM;'30021400
'0001520;'VACINA AFTOSA 250 ML LOTE: 0001/17;UN;'30024260
'0001521;TERMO-HIGROMETRO;UN;'90258000
'0001522;SILVERBAC PRATA;FR;'38089199
'0001523;SABONETE SARNICIDA;UN;'34011110
'0001524;RODA METALICA PARA CARRINHO DE MAO;UN;'87169090
'0001525;SUPORTE FIXO PARA MANGUEIRA;UN;'39259090
'0001526;'ADUBO 04-14-08 1KG;PTE;'31052000
'0001527;'UREIA 1KG;SC;'31021010
'0001528;'VEDA ROSCA 10M;UN;'39209990
'0001529;'FACAO TRAM CANA 15;UN;'82014000
'0001530;'LONA CARRET 2X2;UN;'39263000
'0001531;'LONA CARRET 2X3;UN;'39263000
'0001532;'LONA CARRET 3X4;UN;'39263000
'0001533;'MATA MOSCA KILLER 25 GR;UN;'38089199
'0001535;'AGITA 100G;FR;'38089199
'0001536;'AGITA 20G;FR;'38089199
'0001537;'MESA 090CM S/GAV.PANDIN MX-90 CINZA;UN;'94033000
'0001538;'GLICOCALBOS 500ML;FR;'30049099
'0001539;'FIPROBAN 0-20 0 67ML;FR;'38089199
'0001540;CAMISETA POLO START/QUALIFOOD AZUL XG;UN;'61052000
'0001541;CAMISETA POLO START/QUALIFOOD BRANCA M;UN;'61052000
'0001542;'LATAO LEITE PLAST 50L;UN;'39239090
'0001543;'ADUBO FOLIAR FERT VITA 20L;SC;'31029000
'0001544;'RACAO MAGNUS CAT C/ NUG 1KG;UN;'23099010
'0001545;'ENFRENT 15ML;UN;'30049049
'0001546;'COLOSSO FC30 25ML;UN;'38089192
'0001547;VARA DE FERRAO ELETRICA;UN;'85437099
'0001548;TELEFONE DE MESA PLENO PT INTELBRAS;UN;'85171100
'0001549;'BATERIA SELADA UNIPOWER 12V 7AH;UN;'85072010
'0001550;'TALFON TOP 100GR;FR;'38089192
'0001551;BUCHAS DIVERSAS;UN;'73181500
'0001552;'CABINHO FLEXIVEL 400MM BRANCO LAMESA;UN;'90178010
'0001553;'CAIXA SISTEMA X FAME 20X20X20X10MM 0934;PC;'39259090
'0001554;'FITA ISOLANTE IMPERIAL 18MM X 5M 3M;UN;'59061000
'0001555;'FITA ISOLANTE IMPERIAL 18MM X 10M 3M;UN;'59061000
'0001556;'MATA JUNTA TIPO L FAME 0576;UN;'39259090
'0001557;'TOMADA EXTERNA 20A;UN;'85366910
'0001558;'CANALETA SISTEMA X LARGA FAME 5111;UN;'39162000
'0001559;PARAFUSO CHAVE PHILLIPS;UN;'73181200
'0001560;'PLUGUE MACHO PADRAO BRAS 2P 10AMP PT FAM;UN;'85366910
'0001561;'MATA JUNTA TIPO T FAME 0574;UN;'39162000
'0001562;'SPIRADUTO 1 BC DUTOFLEX;UN;'39172300
'0001563;'MATA JUNTA 40MM EMENDA/INTERNO/EXTERNO/L;UN;'39162000
'0001564;'DISJUNTOR 2 X 10 AMP DIN PRIME;UN;'85362000
'0001565;'SPIRADUTO 3/4 BC/PRT DUTOPLAST;MT;'39172300
'0001566;'BASTAO SILICONE 12MM;UN;'35061090
'0001567;'PARAFUSO 35X25MM;UN;'73181500
'0001568;'CABINHO FLEXIVEL 400MM PRETO LAMESA;UN;'90178010
'0001569;'CANALETA DUTOPLAST 20X10X2000MM C/ ADESI;BR;'39162000
'0001570;'CAIXA SOBREPOR P/ DISJ E TOM CEMAR 91271;UN;'39269090
'0001571;'CANALETA SCHNEIDER 20X12X2000MM C/ ADESI;BR;'39259090
'0001572;'MATA JUNTA TIPO COTOVELO INTERNO FAME 05;UN;'39259090
'0001573;'BROCA ACO RAPIDO 9/64 IRWIN 17824;UN;'82075011
'0001574;'ARAME FARPADO ELEFANTE 400M;CD;'73130000
'0001575;'TE TRIPLO RED 1X1/2;PCT;'84248229
'0001576;'TE TRIPLO RED 1X3/4;PTE;'84248229
'0001577;'UNIAO RED 1X1/2;UN;'84248229
'0001578;DESENFRIPANTE WHITE LUB;UN;'38249941
'0001579;'PULVERIZADOR GUARANY 20L;UN;'84244100
'0001580;CABO MACHADO TORNEADO;UN;'44170090
'0001581;'ARQUIVO CURTO AMAPA 4GAVETAS;UN;'28289011
'0001582;'CORRENTE GALV 3MM;MT;'73158200
'0001583;'PREGO 25X72;PCT;'73170090
'0001584;KIT OCITOPEC;UN;'30033922
'0001585;ANEL PEQUENO MEDIDOR;UN;'40169300
'0001586;ESFERA MEDIDOR;UN;'84349000
'0001587;TAMPA SUPERIOR MEDIDOR;UN;'84349000
'0001588;'ALMOFADA CARIMBO N.3 RADEX VM;UN;'96122000
'0001589;'ALMOFADA CARIMBO N.3 HELIOS VM;UN;'96122000
'0001590;'GRAFITE 0.5 C/24 FABER 2B TMG052B;UN;'25041000
'0001591;'GRAMPEADOR CAVIA M ASA096;UN;'84729040
'0001592;'GRAMPEADOR MAPED UNIVERSAL 953511;UN;'84729040
'0001593;MARCA TEXTO MAXPRINT AM;UN;'96082000
'0001594;'PORTA CARIMBO 06 LUGARES 806 ACRIMET;UN;'96110000
'0001595;TECLADO USB MULTIMIDIA SLIM MULTILASER T;UN;'84716052
'0001596;SEM. ABOBORA CASERTA ITALIANA;UN;'12099100
'0001597;SEM. ACELGA BRANCA DE LYON;KG;'12099100
'0001598;SEM. ALFACE GRAND RAPIDS;UN;'12099100
'0001599;SEM. ALFACE V. SAN. ANTAO VERD;UN;'12099100
'0001600;SEM. BETERRABA KATRINA;UN;'12099100
'0001601;SEM. COUVE MANTEIGA;UN;'12099100
'0001602;SEM. COUVE CHINESA;KG;'12099100
'0001603;SEM. COUVE FLOR DAS QUATRO EST;UN;'12099100
'0001604;MOSTARDA LISA DA FLORIDA;UN;'12075010
'0001605;NABO BRANCO DE COLO ROXO;UN;'12099100
'0001606;SEM. PIMENTA MALAGUETA;UN;'12099100
'0001607;SEM. QUIABO SANTA CRUZ;UN;'12099100
'0001608;SEM. RABANETE CRIMSON;UN;'12099100
'0001609;SEM. SALSA LISA;UN;'12099100
'0001610;'LAMPADA TUB BIV 8W 40LED 6400K T8 VID TL083;UN;'85394900
'0001611;'FITA EMP.3M 45X45 SCOTCH M.4X1;UN;'59061000
'0001612;'ELETRIFICADOR EN 5K;UN;'85437092
'0001613;'PAPEL HIG 4X60M FL SIMP. NEUTRO FOFINHO;PT;'48181000
'0001614;'ABA GEL COMPOSTO 9 6G;UN;'30049059
'0001615;RACAO PROCAVALO;SC;'23099010
'0001616;'RACAO PEIXE CRESC.32% 4/5MM;SC;'23099010
'0001617;'RACAO ACQUA FISH 28%   8MM;SC;'23099010
'0001618;AGULHA SUTURA EM S;PCT;'90183220
'0001619;'TELA MANGUEIRO 15X50MT FIO 16;CD;'73144100
'0001620;'GANADOL POMADA 50 GR;FR;'30049099
'0001621;'SEM. MILHO SHS 5550 LOTE: 2MS6H4712;SC;'10051000
'0001622;'BUFFET 01;UN;'21069090
